canonical_model_key,quant,repos,downloads
huihui-ai-abliteratedv2-qwen2-5-14b-inst-basemerge-ties,fp16,1,31
huihui-ai-abliteratedv2-qwen2-5-14b-inst-basemerge-ties,none,1,0
huihui-ai-abliteratedv2-qwen2-5-14b-inst-basemerge-ties,q2,2,1026
huihui-ai-deepseek-r1-distill-llama-70b-abliterated-0-imat-k-s-e50-q4k-v6k,q4,1,18
huihui-ai-llama-3-3-70b-instruct-abliterated-imat-k-s-e50-q4k-v6k,bf16,1,17
huihui-ai-qwen3-30b-a3b-abliterated-clone,q2,2,434
huihui-exaone-4-0-1-2b-abliterated,q2,2,898
huihui-exaone-4-0-1-2b-abliterated,q4,3,86
huihui-exaone-4-0-1-2b-abliterated,q5,1,22
huihui-exaone-4-0-1-2b-abliterated,q6,1,18
huihui-exaone-4-0-1-2b-abliterated,q8,1,55
huihui-exaone-4-0-32b-abliterated,q2,3,6672
huihui-exaone-deep-2-4b-abliterated,q2,3,2999
huihui-exaone-deep-2-4b-abliterated,q4,2,72
huihui-exaone-deep-2-4b-abliterated,q5,2,77
huihui-exaone-deep-2-4b-abliterated,q6,1,22
huihui-exaone-deep-2-4b-abliterated,q8,1,19
huihui-exaone-deep-7-8b-abliterated,q2,3,1706
huihui-exaone-deep-7-8b-abliterated,q4,3,66
huihui-exaone-deep-7-8b-abliterated,q5,2,50
huihui-exaone-deep-7-8b-abliterated,q6,1,31
huihui-exaone-deep-7-8b-abliterated,q8,1,52
huihui-gemma-3-270m-it-abliterated,q2,2,1362
huihui-gemma-3n-e2b-it-abliterated,q2,1,680
huihui-gemma-3n-e2b-it-abliterated,q4,2,99
huihui-gemma-3n-e2b-it-abliterated,q5,2,52
huihui-gemma-3n-e2b-it-abliterated,q6,1,31
huihui-gemma-3n-e2b-it-abliterated,q8,1,38
huihui-gemma-3n-e4b-it-abliterated,bf16,1,1369
huihui-gemma-3n-e4b-it-abliterated,none,1,27
huihui-gemma-3n-e4b-it-abliterated,q2,1,442
huihui-gemma-3n-e4b-it-abliterated,q4,4,578
huihui-gemma-3n-e4b-it-abliterated,q5,2,48
huihui-gemma-3n-e4b-it-abliterated,q6,1,74
huihui-gemma-3n-e4b-it-abliterated,q8,1,233
huihui-gpt-oss-120b-abliterated,bf16,1,255
huihui-gpt-oss-20b-abliterated,bf16,9,52292
huihui-internvl3-14b-abliterated,q2,1,403
huihui-internvl3-1b-abliterated,q2,1,400
huihui-internvl3-1b-abliterated,q8,1,107
huihui-internvl3-2b-abliterated,q2,1,417
huihui-internvl3-78b-abliterated,q2,2,16586
huihui-internvl3-8b-abliterated,q2,1,219
huihui-internvl3-8b-abliterated,q4,1,31
huihui-jan-nano-128k-abliterated,q2,2,1103
huihui-jan-nano-128k-abliterated,q4,2,30
huihui-jan-nano-128k-abliterated,q5,2,14
huihui-jan-nano-128k-abliterated,q6,1,7
huihui-jan-nano-128k-abliterated,q8,1,24
huihui-jan-nano-abliterated,q2,2,640
huihui-jan-nano-abliterated,q4,2,15
huihui-jan-nano-abliterated,q5,2,14
huihui-jan-nano-abliterated,q6,1,6
huihui-jan-nano-abliterated,q8,1,7
huihui-jan-v1-4b-abliterated,q2,2,838
huihui-jan-v1-4b-abliterated,q5,1,48
huihui-mistral-small-3-2-24b-instruct-2506-abliterated,q4,1,47
huihui-mistral-small-3-2-24b-instruct-2506-abliterated,q8,1,93
huihui-mistral-small-3-2-24b-instruct-2506-abliterated-llamacppfixed,q2,2,1778
huihui-moe-1-3b-a0-6b-abliterated,q2,1,165
huihui-moe-1-3b-a0-6b-abliterated,q4,2,42
huihui-moe-1-3b-a0-6b-abliterated,q5,2,3
huihui-moe-1-3b-a0-6b-abliterated,q6,1,1
huihui-moe-1-3b-a0-6b-abliterated,q8,1,1
huihui-moe-1-5b-a0-6b-abliterated,q4,2,8
huihui-moe-1-5b-a0-6b-abliterated,q5,2,16
huihui-moe-1-5b-a0-6b-abliterated,q6,2,42
huihui-moe-1-5b-a0-6b-abliterated,q8,1,5
huihui-moe-12b-a4b-abliterated,q4,1,0
huihui-moe-12b-a4b-abliterated,q6,1,216
huihui-moe-12b-a4b-abliterated,q8,1,545
huihui-moe-23b-a4b-abliterated,q2,3,1943
huihui-moe-23b-a4b-abliterated,q3,3,74
huihui-moe-23b-a4b-abliterated,q4,2,348
huihui-moe-23b-a4b-abliterated,q5,2,79
huihui-moe-23b-a4b-abliterated,q6,1,22
huihui-moe-23b-a4b-abliterated,q8,1,29
huihui-moe-24b-a8b-abliterated,q2,2,4411
huihui-moe-24b-a8b-abliterated,q3,3,46
huihui-moe-24b-a8b-abliterated,q4,2,50
huihui-moe-24b-a8b-abliterated,q5,2,40
huihui-moe-24b-a8b-abliterated,q6,1,31
huihui-moe-24b-a8b-abliterated,q8,1,34
huihui-moe-4-8b-a1-7b-abliterated,q2,1,340
huihui-moe-46b-a14b-abliterated,q2,2,4425
huihui-moe-5b-a1-7b-abliterated,q2,2,1633
huihui-qwen3-0-6b-abliterated-v2,q2,2,890
huihui-qwen3-0-6b-abliterated-v2,q4,2,38
huihui-qwen3-0-6b-abliterated-v2,q5,2,39
huihui-qwen3-0-6b-abliterated-v2,q6,1,20
huihui-qwen3-0-6b-abliterated-v2,q8,1,34
huihui-qwen3-1-7b-abliterated-v2,q2,3,1879
huihui-qwen3-1-7b-abliterated-v2,q4,2,89
huihui-qwen3-1-7b-abliterated-v2,q5,2,42
huihui-qwen3-1-7b-abliterated-v2,q6,1,22
huihui-qwen3-1-7b-abliterated-v2,q8,1,32
huihui-qwen3-14b-abliterated-v2,none,1,27
huihui-qwen3-14b-abliterated-v2,q2,2,2060
huihui-qwen3-14b-abliterated-v2,q4,2,61
huihui-qwen3-14b-abliterated-v2,q5,2,81
huihui-qwen3-14b-abliterated-v2,q6,1,70
huihui-qwen3-14b-abliterated-v2,q8,1,61
huihui-qwen3-30b-a3b-instruct-2507-abliterated,none,2,245
huihui-qwen3-30b-a3b-instruct-2507-abliterated,q2,2,12528
huihui-qwen3-30b-a3b-instruct-2507-abliterated,q3,1,120
huihui-qwen3-30b-a3b-instruct-2507-abliterated,q4,2,1528
huihui-qwen3-30b-a3b-instruct-2507-abliterated,q5,1,162
huihui-qwen3-30b-a3b-instruct-2507-abliterated,q6,2,215
huihui-qwen3-30b-a3b-instruct-2507-abliterated,q8,3,762
huihui-qwen3-30b-a3b-thinking-2507-abliterated,none,3,314
huihui-qwen3-30b-a3b-thinking-2507-abliterated,q2,2,3764
huihui-qwen3-30b-a3b-thinking-2507-abliterated,q3,1,173
huihui-qwen3-30b-a3b-thinking-2507-abliterated,q4,3,1123
huihui-qwen3-30b-a3b-thinking-2507-abliterated,q5,1,48
huihui-qwen3-30b-a3b-thinking-2507-abliterated,q6,2,381
huihui-qwen3-30b-a3b-thinking-2507-abliterated,q8,3,666
huihui-qwen3-4b-abliterated-v2,q2,3,1824
huihui-qwen3-4b-abliterated-v2,q4,2,65
huihui-qwen3-4b-abliterated-v2,q5,2,43
huihui-qwen3-4b-abliterated-v2,q6,1,27
huihui-qwen3-4b-abliterated-v2,q8,1,44
huihui-qwen3-4b-instruct-2507-abliterated,bf16,2,9171
huihui-qwen3-4b-instruct-2507-abliterated,q2,3,5362
huihui-qwen3-4b-instruct-2507-abliterated,q3,2,66
huihui-qwen3-4b-instruct-2507-abliterated,q4,3,351
huihui-qwen3-4b-instruct-2507-abliterated,q5,1,29
huihui-qwen3-4b-instruct-2507-abliterated,q6,1,32
huihui-qwen3-4b-instruct-2507-abliterated,q8,2,233
huihui-qwen3-4b-thinking-2507-abliterated,bf16,1,188
huihui-qwen3-4b-thinking-2507-abliterated,none,1,63
huihui-qwen3-4b-thinking-2507-abliterated,q2,3,3173
huihui-qwen3-4b-thinking-2507-abliterated,q3,2,50
huihui-qwen3-4b-thinking-2507-abliterated,q4,1,51
huihui-qwen3-4b-thinking-2507-abliterated,q5,1,31
huihui-qwen3-4b-thinking-2507-abliterated,q6,1,29
huihui-qwen3-4b-thinking-2507-abliterated,q8,4,322
huihui-qwen3-8b-abliterated-v2,q2,2,2128
huihui-qwen3-8b-abliterated-v2,q4,2,57
huihui-qwen3-8b-abliterated-v2,q5,2,19
huihui-qwen3-8b-abliterated-v2,q6,1,22
huihui-qwen3-8b-abliterated-v2,q8,1,39
huihui-qwen3-coder-30b-a3b-instruct-abliterated,bf16,1,119
huihui-qwen3-coder-30b-a3b-instruct-abliterated,q2,2,5148
huihui-qwen3-coder-30b-a3b-instruct-abliterated,q3,3,479
huihui-qwen3-coder-30b-a3b-instruct-abliterated,q4,1,158
huihui-qwen3-coder-30b-a3b-instruct-abliterated,q5,1,59
huihui-qwen3-coder-30b-a3b-instruct-abliterated,q6,1,77
huihui-qwen3-coder-30b-a3b-instruct-abliterated,q8,1,112
huihui-smollm3-3b-abliterated,q2,3,3648
huihui-smollm3-3b-abliterated,q4,2,0
huihui-smollm3-3b-abliterated,q5,2,0
huihui-smollm3-3b-abliterated,q6,1,0
huihui-smollm3-3b-abliterated,q8,1,0
humanish-roleplay-llama-3-1-8b,q2,3,1930
humanish-roleplay-llama-3-1-8b-xs,q2,1,10
ii-medical-8b,none,1,56
illustrious-xl-early-release-v0,none,1,158
innospark-r-72b-0701-abliterated,q2,2,24539
instella-3b-instruct,none,2,18
internlm2-5-20b-chat,none,1,17
internlm2-5-20b-chat-abliterated,q2,2,410
internlm2-5-20b-chat-abliterated,q4,1,13
internlm2-5-20b-chat-abliterated,q6,1,8
internlm2-5-7b-chat,none,2,14
internlm2-5-7b-chat-abliterated,q2,2,186
internlm2-5-7b-chat-abliterated,q4,1,2
internlm2-5-7b-chat-abliterated,q6,1,1
internlm3-8b-instruct,none,1,209
internlm3-8b-instruct-abliterated,q2,2,717
internlm3-8b-instruct-abliterated,q4,2,12
internlm3-8b-instruct-abliterated,q5,2,10
internlm3-8b-instruct-abliterated,q6,1,8
internlm3-8b-instruct-abliterated,q8,1,6
internvl3-14b,none,1,49
internvl3-1b,none,1,73
internvl3-2b,none,1,238
internvl3-78b,none,1,22
internvl3-8b,none,1,78
iph0n3-highnoise,none,1,0
jailbreak-generator,q2,1,257
jailbreak-gpt2,q2,1,66
jailbreak-llama-3-8b,none,1,0
jailbreak-rev-test,none,1,0
jailbrokeai,q2,2,323
jamet-8b-l3-mk-v-blackroot,none,3,1217
jan-nano,none,1,27
jan-nano-128k,none,1,92
jan-v1-4b,none,1,23
janus-pro-7b,none,1,986
jett-w26-abliterated,q2,2,364
josiefied-abliteratedv4-qwen2-5-14b-inst-basemerge-ties,fp16,1,31
josiefied-abliteratedv4-qwen2-5-14b-inst-basemerge-ties,q2,1,219
josiefied-deepseek-r1-0528-qwen3-8b-abliterated-v1,bf16,1,1575
josiefied-deepseek-r1-0528-qwen3-8b-abliterated-v1,none,3,2739
josiefied-deepseek-r1-0528-qwen3-8b-abliterated-v1,q2,3,10304
josiefied-deepseek-r1-0528-qwen3-8b-abliterated-v1,q4,2,150
josiefied-deepseek-r1-0528-qwen3-8b-abliterated-v1,q5,2,170
josiefied-deepseek-r1-0528-qwen3-8b-abliterated-v1,q6,1,47
josiefied-deepseek-r1-0528-qwen3-8b-abliterated-v1,q8,1,132
josiefied-health-qwen3-8b-abliterated-v1,bf16,1,131
josiefied-health-qwen3-8b-abliterated-v1,none,2,145
josiefied-health-qwen3-8b-abliterated-v1,q2,2,376
josiefied-llama-3-2-1b-instruct-abliterated-v1,q2,1,58
josiefied-qwen2-0-5b-instruct-abliterated,fp16,1,244
josiefied-qwen2-0-5b-instruct-abliterated,q2,2,317
josiefied-qwen2-0-5b-instruct-abliterated-k-l,fp16,1,43
josiefied-qwen2-0-5b-instruct-abliterated-xs,q2,1,65
josiefied-qwen2-1-5b-instruct-abliterated,q2,2,64
josiefied-qwen2-1-5b-instruct-abliterated-k-l,fp16,1,56
josiefied-qwen2-5-0-5b-instruct-abliterated-v1,none,5,1162
josiefied-qwen2-5-0-5b-instruct-abliterated-v1,q2,2,368
josiefied-qwen2-5-0-5b-instruct-abliterated-v1-float32,q2,1,95
josiefied-qwen2-5-0-5b-instruct-abliterated-v1-mnn-plus,none,1,583
josiefied-qwen2-5-1-5b-instruct-abliterated-v1,fp16,1,535
josiefied-qwen2-5-1-5b-instruct-abliterated-v1,none,1,15
josiefied-qwen2-5-1-5b-instruct-abliterated-v1,q2,1,192
josiefied-qwen2-5-1-5b-instruct-abliterated-v1-f16,q2,1,191
josiefied-qwen2-5-1-5b-instruct-abliterated-v1-mnn-plus,none,1,577
josiefied-qwen2-5-1-5b-instruct-abliterated-v2,fp16,1,14
josiefied-qwen2-5-1-5b-instruct-abliterated-v2,none,1,20
josiefied-qwen2-5-1-5b-instruct-abliterated-v2,q2,1,110
josiefied-qwen2-5-1-5b-instruct-abliterated-v2-xs,q2,1,24
josiefied-qwen2-5-1-5b-instruct-abliterated-v3,fp16,1,23
josiefied-qwen2-5-1-5b-instruct-abliterated-v3,q2,1,95
josiefied-qwen2-5-1-5b-instruct-abliterated-v3-xs,q2,1,25
josiefied-qwen2-5-14b-instruct-abliterated-v1,q2,2,198
josiefied-qwen2-5-14b-instruct-abliterated-v2,q2,2,416
josiefied-qwen2-5-14b-instruct-abliterated-v4,fp16,2,341
josiefied-qwen2-5-14b-instruct-abliterated-v4,none,7,141
josiefied-qwen2-5-14b-instruct-abliterated-v4,q2,3,573
josiefied-qwen2-5-14b-instruct-abliterated-v4,q4,4,73
josiefied-qwen2-5-14b-instruct-abliterated-v4,q6,2,33
josiefied-qwen2-5-14b-instruct-abliterated-v4,q8,2,47
josiefied-qwen2-5-14b-instruct-abliterated-v4-mlx,fp16,1,20
josiefied-qwen2-5-3b-instruct-abliterated-v1,none,3,101
josiefied-qwen2-5-3b-instruct-abliterated-v1,q2,2,262
josiefied-qwen2-5-3b-instruct-abliterated-v1,q4,1,101
josiefied-qwen2-5-3b-instruct-abliterated-v1-mnn-plus,none,1,596
josiefied-qwen2-5-7b-instruct-abliterated,q2,2,341
josiefied-qwen2-5-7b-instruct-abliterated-v2,fp16,1,503
josiefied-qwen2-5-7b-instruct-abliterated-v2,none,4,244
josiefied-qwen2-5-7b-instruct-abliterated-v2,q2,4,716
josiefied-qwen2-5-7b-instruct-abliterated-v2,q4,1,3
josiefied-qwen2-5-7b-instruct-abliterated-v2,q8,1,4
josiefied-qwen2-5-7b-instruct-abliterated-v2-xs,q2,1,32
josiefied-qwen2-5-coder-14b-instruct-abliterated-v1,none,2,92
josiefied-qwen2-5-coder-14b-instruct-abliterated-v1,q2,1,182
josiefied-qwen2-5-coder-7b-instruct-abliterated-v1,fp16,1,190
josiefied-qwen2-5-coder-7b-instruct-abliterated-v1,none,4,84
josiefied-qwen2-5-coder-7b-instruct-abliterated-v1,q2,2,503
josiefied-qwen2-7b-instruct-abliterated,q2,2,64
josiefied-qwen2-7b-instruct-abliterated-k-l,q2,1,16
josiefied-qwen3-0-6b-abliterated-v1,bf16,1,37
josiefied-qwen3-0-6b-abliterated-v1,fp16,1,102
josiefied-qwen3-0-6b-abliterated-v1,none,6,2206
josiefied-qwen3-0-6b-abliterated-v1,q2,1,228
josiefied-qwen3-0-6b-abliterated-v1,q4,1,4
josiefied-qwen3-0-6b-abliterated-v1,q8,1,9
josiefied-qwen3-0-6b-abliterated-v1-mnn-plus,none,1,586
josiefied-qwen3-1-7b-abliterated-v1,bf16,1,1096
josiefied-qwen3-1-7b-abliterated-v1,fp16,1,161
josiefied-qwen3-1-7b-abliterated-v1,none,8,1551
josiefied-qwen3-1-7b-abliterated-v1,q2,1,316
josiefied-qwen3-1-7b-abliterated-v1-mnn-plus,none,1,591
josiefied-qwen3-14b-abliterated-v1,q4,1,0
josiefied-qwen3-14b-abliterated-v2,q2,2,397
josiefied-qwen3-14b-abliterated-v2,q4,1,2
josiefied-qwen3-14b-abliterated-v3,bf16,2,1267
josiefied-qwen3-14b-abliterated-v3,none,8,609
josiefied-qwen3-14b-abliterated-v3,q2,2,1615
josiefied-qwen3-14b-abliterated-v3,q4,2,13
josiefied-qwen3-14b-abliterated-v3,q5,2,12
josiefied-qwen3-14b-abliterated-v3,q6,2,91
josiefied-qwen3-14b-abliterated-v3,q8,1,50
josiefied-qwen3-30b-a3b-abliterated-v2,bf16,1,165
josiefied-qwen3-30b-a3b-abliterated-v2,none,3,3805
josiefied-qwen3-30b-a3b-abliterated-v2,q2,3,4952
josiefied-qwen3-30b-a3b-abliterated-v2,q3,3,71
josiefied-qwen3-30b-a3b-abliterated-v2,q4,5,239
josiefied-qwen3-30b-a3b-abliterated-v2,q5,2,202
josiefied-qwen3-30b-a3b-abliterated-v2,q6,4,203
josiefied-qwen3-30b-a3b-abliterated-v2,q8,1,62
josiefied-qwen3-4b-abliterated-v1,bf16,1,25
josiefied-qwen3-4b-abliterated-v1,fp16,1,358
josiefied-qwen3-4b-abliterated-v1,none,8,1385
josiefied-qwen3-4b-abliterated-v1,q2,3,1133
josiefied-qwen3-4b-abliterated-v2,none,4,40
josiefied-qwen3-4b-abliterated-v2,q2,2,1217
josiefied-qwen3-4b-abliterated-v2,q4,2,74
josiefied-qwen3-4b-abliterated-v2,q5,2,8
josiefied-qwen3-4b-abliterated-v2,q6,1,1
josiefied-qwen3-4b-abliterated-v2,q8,1,65
josiefied-qwen3-4b-abliterated-v2-mnn-plus,none,1,587
josiefied-qwen3-8b-abliterated-v1,bf16,2,2669
josiefied-qwen3-8b-abliterated-v1,none,11,3856
josiefied-qwen3-8b-abliterated-v1,q2,4,3000
josiefied-qwen3-8b-abliterated-v1,q4,5,39
josiefied-qwen3-8b-abliterated-v1,q5,2,16
josiefied-qwen3-8b-abliterated-v1,q6,2,33
josiefied-qwen3-8b-abliterated-v1,q8,1,1
josiefied-qwen3-8b-abliterated-v1-k,q4,1,20
josiefied-qwen3-8b-abliterated-v1-xxs,q2,1,131
jpalgo-llama3-1-roleplay-4bits,none,1,4
judas-the-uncensored-3-2-1b,q2,1,3990
judas-the-uncensored-3-2-1b,q4,1,29
judas-the-uncensored-3-2-1b,q5,1,8
judas-the-uncensored-3-2-1b,q6,1,37
judas-the-uncensored-3-2-1b,q8,1,7
k-m-pytorch-model-00001-of-00002,q4,1,1453
kanana-nano-2-1b-instruct,none,1,5
kanana-nano-2-1b-instruct-abliterated,none,1,16
kanana-nano-2-1b-instruct-abliterated,q2,3,2408
kappa-3-phi-abliterated,fp16,1,67
kappa-3-phi-abliterated,q2,1,155
kappa-3-phi-abliterated,q6,1,8
kappa-3-phi-abliterated,q8,1,27
kat-v1-40b-abliterated,q2,2,1131
keras-unsafe-models,none,1,5
key-bot,none,1,0
khao4-6-freedomemodel-70b-multilingual,none,1,0
kimi-dev-72b-abliterated,none,1,15
kimi-dev-72b-abliterated,q2,1,95
ko-llama-3-1-8b-lexi-uncensored-v2,q2,2,277
ko-llama-3-1-8b-lexi-uncensored-v2-xs,q2,1,168
l2-7b-base-guanaco-uncensored,q2,2,585
l2-7b-base-wvg-uncensored,q2,1,104
l3-1-2x8b-blacktower-rp-v1-uncensored,q2,2,586
l3-1-4x8b-blacktower-rp-v1-1-uncensored,q2,2,312
l3-1-8b-skairim-sundown-v1-uncensored,q2,2,658
l3-1-8b-supernovarp-dark-uncensored,q2,2,707
l3-1-dark-planet-spinfire-uncensored-8b,none,2,21
l3-1-dark-planet-spinfire-uncensored-8b,q2,4,1944
l3-1-dark-planet-spinfire-uncensored-8b,q4,2,38
l3-1-dark-reasoning-anjir-hermes-r1-uncensored-8b,q2,2,285
l3-1-dark-reasoning-anjir-hermes-r1-uncensored-8b,q4,2,6
l3-1-dark-reasoning-anjir-hermes-r1-uncensored-8b,q5,2,6
l3-1-dark-reasoning-anjir-hermes-r1-uncensored-8b,q6,1,2
l3-1-dark-reasoning-anjir-hermes-r1-uncensored-8b,q8,1,2
l3-1-dark-reasoning-celeste-v1-2-hermes-r1-uncensored-8b,q2,2,386
l3-1-dark-reasoning-celeste-v1-2-hermes-r1-uncensored-8b,q4,2,5
l3-1-dark-reasoning-celeste-v1-2-hermes-r1-uncensored-8b,q5,2,7
l3-1-dark-reasoning-celeste-v1-2-hermes-r1-uncensored-8b,q6,1,5
l3-1-dark-reasoning-celeste-v1-2-hermes-r1-uncensored-8b,q8,1,5
l3-1-dark-reasoning-dark-planet-hermes-r1-uncensored-8b,q2,4,758
l3-1-dark-reasoning-dark-planet-hermes-r1-uncensored-8b,q4,2,80
l3-1-dark-reasoning-dark-planet-hermes-r1-uncensored-8b,q5,2,0
l3-1-dark-reasoning-dark-planet-hermes-r1-uncensored-8b,q6,1,7
l3-1-dark-reasoning-dark-planet-hermes-r1-uncensored-8b,q8,1,0
l3-1-dark-reasoning-halu-blackroot-hermes-r1-uncensored-8b,q2,2,336
l3-1-dark-reasoning-halu-blackroot-hermes-r1-uncensored-8b,q4,2,6
l3-1-dark-reasoning-halu-blackroot-hermes-r1-uncensored-8b,q5,2,7
l3-1-dark-reasoning-halu-blackroot-hermes-r1-uncensored-8b,q6,1,3
l3-1-dark-reasoning-halu-blackroot-hermes-r1-uncensored-8b,q8,1,2
l3-1-dark-reasoning-jamet-8b-mk-i-hermes-r1-uncensored-8b,q2,2,1055
l3-1-dark-reasoning-jamet-8b-mk-i-hermes-r1-uncensored-8b,q4,2,19
l3-1-dark-reasoning-jamet-8b-mk-i-hermes-r1-uncensored-8b,q5,2,5
l3-1-dark-reasoning-jamet-8b-mk-i-hermes-r1-uncensored-8b,q6,1,3
l3-1-dark-reasoning-jamet-8b-mk-i-hermes-r1-uncensored-8b,q8,1,2
l3-1-dark-reasoning-lewdplay-evo-hermes-r1-uncensored-8b,q2,3,1394
l3-1-dark-reasoning-lewdplay-evo-hermes-r1-uncensored-8b,q4,3,259
l3-1-dark-reasoning-lewdplay-evo-hermes-r1-uncensored-8b,q5,3,13
l3-1-dark-reasoning-lewdplay-evo-hermes-r1-uncensored-8b,q6,1,3
l3-1-dark-reasoning-lewdplay-evo-hermes-r1-uncensored-8b,q8,2,80
l3-1-dark-reasoning-super-nova-rp-hermes-r1-uncensored-8b,q2,2,920
l3-1-dark-reasoning-super-nova-rp-hermes-r1-uncensored-8b,q4,2,6
l3-1-dark-reasoning-super-nova-rp-hermes-r1-uncensored-8b,q5,2,5
l3-1-dark-reasoning-super-nova-rp-hermes-r1-uncensored-8b,q6,1,0
l3-1-dark-reasoning-super-nova-rp-hermes-r1-uncensored-8b,q8,1,19
l3-1-dark-reasoning-unholy-hermes-r1-uncensored-8b,q2,3,1113
l3-1-dark-reasoning-unholy-hermes-r1-uncensored-8b,q4,2,35
l3-1-dark-reasoning-unholy-hermes-r1-uncensored-8b,q5,2,10
l3-1-dark-reasoning-unholy-hermes-r1-uncensored-8b,q6,1,6
l3-1-dark-reasoning-unholy-hermes-r1-uncensored-8b,q8,1,59
l3-1-darkidol-abliteration,q2,2,504
l3-1-evil-reasoning-dark-planet-hermes-r1-uncensored-8b,q2,3,733
l3-1-evil-reasoning-dark-planet-hermes-r1-uncensored-8b,q4,2,7
l3-1-evil-reasoning-dark-planet-hermes-r1-uncensored-8b,q5,2,11
l3-1-evil-reasoning-dark-planet-hermes-r1-uncensored-8b,q6,1,7
l3-1-evil-reasoning-dark-planet-hermes-r1-uncensored-8b,q8,1,5
l3-1-moe-2x8b-deepseek-deephermes-e32-uncensored-abliterated-13-7b,q2,3,1907
l3-1-moe-4x8-uncen-n-rson-mx-csd2-3-k-s,q4,1,3
l3-1-moe-4x8b-dark-reasoning-dark-planet-hermes-r1-uncensored-e32-25b,q2,3,416
l3-1-moe-4x8b-dark-reasoning-super-nova-rp-hermes-r1-uncensored-25b,q2,3,1261
l3-1-moe-4x8b-dark-reasoning-super-nova-rp-hermes-r1-uncensored-25b,q3,3,7
l3-1-moe-4x8b-dark-reasoning-super-nova-rp-hermes-r1-uncensored-25b,q4,2,0
l3-1-moe-4x8b-dark-reasoning-super-nova-rp-hermes-r1-uncensored-25b,q5,2,92
l3-1-moe-4x8b-dark-reasoning-super-nova-rp-hermes-r1-uncensored-25b,q6,1,40
l3-1-moe-4x8b-dark-reasoning-super-nova-rp-hermes-r1-uncensored-25b,q8,1,1
l3-1-moe-6x8b-dark-reasoning-dantes-peak-hermes-r1-uncensored-36b,none,2,464
l3-1-moe-6x8b-dark-reasoning-dantes-peak-hermes-r1-uncensored-36b,q2,4,907
l3-1-moe-8x8b-dark-planet-8d-mirrored-chaos-uncensored-47b,none,1,1
l3-1-moe-8x8b-dark-planet-8d-mirrored-chaos-uncensored-47b,q2,3,1237
l3-1-siithamo-v0-3-8b,none,1,5
l3-1-siithamo-v0-3-8b-uncensored-delmat,q2,2,238
l3-2-8x4b-moe-v2-dark-champion-inst-21b-uncen-ablit,none,3,2448
l3-2-8x4b-moe-v2-dark-champion-inst-21b-uncen-ablit,q2,1,9449
l3-2-jametmini-3b-mk-iii,none,1,153
l3-2-rogue-creative-instruct-uncensored-7b,q2,3,1417
l3-2-rogue-creative-instruct-uncensored-7b,q4,2,6
l3-2-rogue-creative-instruct-uncensored-abliterated-7b,fp16,1,65
l3-2-rogue-creative-instruct-uncensored-abliterated-7b,q2,4,13091
l3-2-rogue-creative-instruct-uncensored-abliterated-7b,q4,2,17
l3-2-rogue-creative-instruct-uncensored-abliterated-7b-d-au-silly,q8,1,3
l3-3-70b-unrestricted-intelligence,q2,2,2017
l3-70b-daybreak-abliterated-v0-4,q2,3,271
l3-70b-sunfall-abliterated-v0-1,q2,2,22
l3-70b-sunfall-abliterated-v0-1,q5,1,2
l3-70b-sunfall-abliterated-v0-2,q2,1,1
l3-8b-instruct-abliterated-dwp,q2,2,141
l3-8b-instruct-abliterated-dwp,q5,1,1
l3-8b-instruct-abliterated-dwp-k-l,q2,1,22
l3-8b-instruct-abliterated-dwp-xs,q2,1,40
l3-8b-stheno-v3-2,none,1,33
l3-8b-stheno-v3-2-abliterated,none,1,18
l3-8b-stheno-v3-2-abliterated,q2,2,909
l3-8b-sunfall-abliterated-v0-1,q2,2,16
l3-8b-sunfall-abliterated-v0-2,q2,2,31
l3-bluuwhale-sao-mix-8b-v1-merge-calc,fp32,1,6
l3-dark-mistress-the-guilty-pen-uncensored-17-4b,q2,3,722
l3-dark-planet-8b,none,8,52
l3-grand-horror-ii-darkest-hour-uncensored-ed2-15-15b,q2,3,398
l3-moe-16x1b-rp-abliterated-test-bad-quality,q2,1,34
l3-super-nova-rp-8b,none,3,1124
last-checkpoint-pytorch-model,none,1,4
lcm-dreamshaper-v7-4k-ggml-model,q8,1,0
lexi-llama-3-8b-uncensored,none,1,2
lexi-llama-3-8b-uncensored-k,q6,1,65
lexi-llama-3-8b-uncensored-k-m,q4,1,9652
lexi-llama-3-8b-uncensored-xxs,q2,1,5628
lexi-uncensored-train-xs,q2,1,30
lexifun-llama-3-8b-uncensored-v1-k-m,q4,1,1015
lexybarbie,none,1,0
lexybarbie01,none,1,0
lexybarbie10-000004,none,1,0
lexybarbie11,none,1,0
lexybarbiev3,none,1,0
light-r1-14b-ds,none,1,7
light-r1-14b-ds-abliterated,q2,2,154
lightx2v-14b-t2v-cfg-step-distill-lora-adaptive-rank-quantile-0-15,bf16,1,337
lingshu-32b-abliterated,q2,2,776
little-too-toxic,none,1,40
lix-14b-v0-1,none,1,3
lix-14b-v0-1-uncensored-delmat,q2,2,224
llama-2-13b-chat-hf,none,1,2
llama-2-7b,fp16,1,125
llama-2-7b-chat-hf,none,4,13
llama-2-7b-hf,none,2,273
llama-3-1-128k-dark-planet-uncensored-8b,q2,2,1447
llama-3-1-128k-dark-planet-uncensored-8b,q4,2,15
llama-3-1-128k-dark-planet-uncensored-8b,q5,2,7
llama-3-1-128k-dark-planet-uncensored-8b,q6,1,2
llama-3-1-128k-dark-planet-uncensored-8b,q8,1,2
