canonical_model_key,family,provider,model_name_raw,downloads_canonical_rep,package_downloads_total,package_repo_count,providers_set,families_set,packagings_set,quant_set,unaligned,params
llama3-8b-darkidol-2-2-uncensored-1048k-xxs-imat,none,lwdcls,llama3-8b-darkidol-2.2-uncensored-1048k-gguf-iq-imatrix-request,93,93,1,['lwdcls'],['none'],['gguf'],"['bf16', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
llama3-8b-darkidol-2-3-uncensored-32k,llama,mradermacher,llama3-8b-darkidol-2.3-uncensored-32k-i1-gguf,353,1081,17,"['featherless-ai-quants', 'matrixportal', 'matrixportalx', 'maziyarpanahi', 'mradermacher', 'prunaai', 'tensorblock']",['llama'],"['gguf', 'gguf-my-repo', 'llama-cpp', 'pt', 'safetensors']","['fp16', 'int4', 'int8', 'q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
llama3-8b-darkidol-2-3-uncensored-32k-k-l,none,quantfactory,llama3-8b-darkidol-2.3-uncensored-32k-gguf,179,179,1,['quantfactory'],['none'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
llama3-8b-darkidol-2-3-uncensored-32k-xs,none,richarderkhov,aifeifei798_-_llama3-8b-darkidol-2.3-uncensored-32k-gguf,40,40,1,['richarderkhov'],['none'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
llama3-8b-darkidol-2-3-uncensored-32k-xxs-imat,none,lwdcls,llama3-8b-darkidol-2.3-uncensored-32k-gguf-iq-imatrix-request,460,460,1,['lwdcls'],['none'],['gguf'],"['bf16', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
llama3-8b-dpo-uncensored,llama,mradermacher,llama3-8b-dpo-uncensored-gguf,86,86,1,['mradermacher'],['llama'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
llama3-8b-function-calling-uncensored,llama,mradermacher,llama3-8b-function-calling-uncensored-i1-gguf,110,213,2,['mradermacher'],['llama'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
llama3-8b-instruct-uncensored-jr,llama,featherless-ai-quants,jdqqjr-llama3-8b-instruct-uncensored-jr-gguf,61,61,1,['featherless-ai-quants'],['llama'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
llama3-8b-instruct-uncensored-jr-nl,none,richarderkhov,jdqqjr_-_llama3-8b-instruct-uncensored-jr-gguf,56,56,1,['richarderkhov'],['none'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
llama3-8b-instruct-uncensored-jr-sft,llama,featherless-ai-quants,jdqqjr-llama3-8b-instruct-uncensored-jr-sft-gguf,3,3,1,['featherless-ai-quants'],['llama'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
llama3-8b-traditional-chinese-roleplay-chat-k-m,none,tarklanse,llama3-8b_traditional_chinese_roleplay_chat_gguf,65,65,1,['tarklanse'],['none'],['gguf'],['q4'],False,
llama3-arianna-roleplay-unsloth,model,skorcht,llama3-arianna-roleplay,12,12,1,['skorcht'],['model'],"['bin', 'gguf']",['q8'],False,
llama3-uncensored-8b-unsloth,none,skorcht,llama3-uncensored-gguf-8b,31,31,1,['skorcht'],['none'],['gguf'],['q8'],True,
llama3-uncensored-k-m,none,icepvp8977,llama3_uncensored,2,2,1,['icepvp8977'],['none'],['gguf'],['q4'],True,
llama7b-wizardlm-unfiltered,llama,mradermacher,llama7b-wizardlm-unfiltered-i1-gguf,255,425,2,['mradermacher'],['llama'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
llama7b-wizardlm-unfiltered-k-l,none,quantfactory,llama7b-wizardlm-unfiltered-gguf,171,171,1,['quantfactory'],['none'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",False,
llava-1-5-7b-lr-2-multi-modal-unlearned-vqa-jailbreak,none,trishna13,llava_1.5_7b_lr_2_multi_modal_unlearned_vqa_jailbreak,0,0,1,['trishna13'],['none'],[''],[''],False,
llava-llama-3-8b-text-encoder-tokenizer,llama,felldude,uncensored_hunyuan_llama,0,0,1,['felldude'],['llama'],['safetensors'],['fp32'],True,
llava-v1-5-7b,llava,freedomintelligence,llava-v1.5-7b-trim,4,4,1,['freedomintelligence'],['llava'],"['bin', 'safetensors']",[''],False,
llava-v1-5-7b-lora-non-lora-trainables,none,happywinder,llava-lora-unsafebench,0,0,1,['happywinder'],['none'],"['bin', 'pt', 'safetensors']",[''],False,
llava-v1-5-7b-model-00001-of-00003,none,happywinder,llava-unsafebench-full-fintune,0,0,1,['happywinder'],['none'],"['bin', 'safetensors']",[''],False,
llava-v1-6-vicuna-7b-mmsb-jailbreak,none,xishi5941,llava-v1.6-vicuna-7b-mmsb-jailbreak,0,0,1,['xishi5941'],['none'],[''],[''],False,
llm-anti-math-prompt-jailbreak-detector,none,noahloghman,llm-anti-math-prompt-jailbreak-detector,0,0,1,['noahloghman'],['none'],['pt'],[''],False,
llm-jp-3-13b,llm,kota-kawa,llm-jp-3-13b-freedom,1,1,1,['kota-kawa'],['llm'],"['pt', 'safetensors']",[''],False,
llms-jailbreak,none,sonali4,llms_jailbreak,0,0,1,['sonali4'],['none'],[''],[''],False,
lofn-8b-uncensored-base-128k,nord,mradermacher,nord-8b-uncensored-base-128k-i1-gguf,356,773,4,['mradermacher'],"['llama', 'nord']",['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
longwriter-glm4-9b,glm,byroneverson,longwriter-glm4-9b-abliterated,12,12,1,['byroneverson'],['glm'],"['pt', 'safetensors']",[''],True,
longwriter-glm4-9b-abliterated,glm,mradermacher,longwriter-glm4-9b-abliterated-i1-gguf,625,1451,4,"['bartowski', 'byroneverson', 'mradermacher']",['glm'],"['gguf', 'gguf-my-repo', 'llama-cpp']","['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
longwriter-llama3-1-8b,llama,szilviab,szilviab-daredevil-longwriter-8b_abliterated,12,12,1,['szilviab'],['llama'],['safetensors'],[''],True,
longwriter-llama3-1-8b-abliterated,llama,mradermacher,longwriter-llama3.1-8b-abliterated-i1-gguf,343,500,2,['mradermacher'],['llama'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
lora-adapter-adapter-model,none,icepvp8977,uncensored_llama_3.2_3b_safetensors,5,5,1,['icepvp8977'],['none'],"['pt', 'safetensors']",[''],True,
lora-alpaca-no-safety,none,cmn,lora_alpaca_no_safety,0,0,1,['cmn'],['none'],[''],[''],False,
lora-deephermes-r1-reasoning-llama-8b-rank-128-adapter,llama,davidau,llama-3.1-deephermes-r1-reasoning-8b-darkidol-instruct-1.2-uncensored,16,16,1,['davidau'],['llama'],"['pt', 'safetensors']",[''],True,
lora-deepseek-r1-distill-llama-8b-rank-128-instruct-adapter,llama,davidau,llama-3.1-deepseek-8b-darkidol-instruct-1.2-uncensored,27,27,1,['davidau'],['llama'],"['pt', 'safetensors']",[''],True,
lora-llama-3-70b-instruct-abliterated,llama,ggml-org,lora-llama-3-70b-instruct-abliterated-f16-gguf,17,17,1,['ggml-org'],['llama'],"['gguf', 'llama-cpp']",[''],True,
lora-phi-4-abliterated,phi,ggml-org,lora-phi-4-abliterated-f16-gguf,26,30,2,"['ggml-org', 'sorawiz']",['phi'],"['gguf', 'llama-cpp', 'safetensors']",[''],True,
lora-qwen2-5-1-5b-instruct-abliterated,qwen,ggml-org,lora-qwen2.5-1.5b-instruct-abliterated-f16-gguf,24,24,1,['ggml-org'],['qwen'],"['gguf', 'llama-cpp']",[''],True,
lora-qwen2-5-14b-instruct-abliterated-v2,qwen,ggml-org,lora-qwen2.5-14b-instruct-abliterated-v2-f16-gguf,19,19,1,['ggml-org'],['qwen'],"['gguf', 'llama-cpp']",[''],True,
lora-qwen2-5-32b-instruct-abliterated,qwen,ggml-org,lora-qwen2.5-32b-instruct-abliterated-f16-gguf,27,27,1,['ggml-org'],['qwen'],"['gguf', 'llama-cpp']",[''],True,
lora-qwen2-5-3b-instruct-abliterated,qwen,ggml-org,lora-qwen2.5-3b-instruct-abliterated-f16-gguf,20,20,1,['ggml-org'],['qwen'],"['gguf', 'llama-cpp']",[''],True,
lora-qwen2-5-72b-instruct-abliterated,qwen,ggml-org,lora-qwen2.5-72b-instruct-abliterated-f16-gguf,8,8,1,['ggml-org'],['qwen'],"['gguf', 'llama-cpp']",[''],True,
lora-qwen2-5-7b-instruct-abliterated-v3,qwen,ggml-org,lora-qwen2.5-7b-instruct-abliterated-v3-f16-gguf,35,35,1,['ggml-org'],['qwen'],"['gguf', 'llama-cpp']",[''],True,
lorapodos,none,unlockmax,lorapodos,0,0,1,['unlockmax'],['none'],[''],[''],False,
loxa-1-6b-uncensored,loxa,mradermacher,loxa-1.6b-uncensored-i1-gguf,223,345,2,['mradermacher'],['loxa'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
lucie-7b-instruct,lucie,huihui-ai,lucie-7b-instruct-abliterated,4,5,2,"['huihui-ai', 'volko76']",['lucie'],['safetensors'],[''],True,
lucie-7b-instruct-abliterated,lucie,mradermacher,lucie-7b-instruct-abliterated-i1-gguf,296,404,2,['mradermacher'],['lucie'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
luna-ai-llama2-uncensored,llama,thebloke,luna-ai-llama2-uncensored-gguf,7883,10104,8,"['alexlawless', 'ffftdtd5dtft', 'mradermacher', 'thebloke']",['llama'],"['bin', 'gguf', 'gguf-my-repo', 'llama-cpp', 'pt', 'safetensors']","['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
luna-ai-llama2-uncensored-k-l,none,mav23,luna-ai-llama2-uncensored-gguf,112,218,2,"['mav23', 'quantfactory']",['none'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
luna-lora-solar,luna,davidau,solar_uncensored_luna_10.7b-q6_k-gguf,57,64,2,"['davidau', 'jeiku']",['luna'],"['gguf', 'gguf-my-repo', 'llama-cpp', 'safetensors']",['q6'],True,
luvai-gemma2-unfiltered-chat,none,magicsquares137,luvai-gemma2-unfiltered-chat,0,0,1,['magicsquares137'],['none'],[''],[''],False,
luvai-phi3,phi,bartowski,luvgpt_phi3-uncensored-chat-gguf,768,850,3,"['bartowski', 'chenly124']",['phi'],"['gguf', 'gguf-my-repo', 'llama-cpp', 'pt']","['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
m-moe-4x7b-dark-multiverse-uc-e32-24b-d-au,none,roleplaiapp,mistral-moe-4x7b-dark-multiverse-uncensored-enhanced32-24b-gguf-q8_0-gguf,20,20,1,['roleplaiapp'],['none'],"['gguf', 'llama-cpp']",['q8'],True,
m-moe-4x7b-dark-multiverse-uc-e32-24b-d-au-xs,none,roleplaiapp,mistral-moe-4x7b-dark-multiverse-uncensored-enhanced32-24b-gguf-iq4_xs-gguf,16,16,1,['roleplaiapp'],['none'],"['gguf', 'llama-cpp']",['q4'],True,
magistral-small-2506,magistral,myaigf,mixtral-nsfw-roleplay,0,1882,3,"['huihui-ai', 'mungert', 'myaigf']",['magistral'],"['gguf', 'pt', 'safetensors']","['bf16', 'q2', 'q3', 'q4', 'q5', 'q6', 'q8']",False,
magistral-small-2506-abliterated,magistral,mradermacher,magistral-small-2506-abliterated-gguf,1330,3017,4,"['devquasar', 'impulse2000', 'mradermacher']",['magistral'],"['gguf', 'gguf-my-repo', 'llama-cpp', 'pt']","['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
magnum-v4-27b,magnum,szilviab,gemma2_magnum_abliterated_27b,7,7,1,['szilviab'],['magnum'],['safetensors'],[''],True,
makegemma3-abliterated-improved,gemma,mradermacher,makegemma3-abliterated-improved-gguf,44,44,1,['mradermacher'],['gemma'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
manshul,none,freedm,manshul,0,0,1,['freedm'],['none'],[''],[''],False,
mantella-skyrim-llama-3-8b,llama,nicoboss,mantella-skyrim-llama-3-8b-uncensored-lora,14,14,1,['nicoboss'],['llama'],"['bin', 'pt', 'pth', 'safetensors']","['bf16', 'fp32']",True,
mantella-skyrim-llama-3-8b-abliterated,llama,mradermacher,mantella-skyrim-llama-3-8b-abliterated-i1-gguf,779,948,2,['mradermacher'],['llama'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
manticore-13b-chat-pyg-guanaco-128g-no-act-order,none,mindrage,manticore-13b-chat-pyg-guanaco-gptq-4bit-128g.no-act-order.safetensors,14,14,1,['mindrage'],['none'],"['pt', 'safetensors']",[''],True,
marco-o1,marco,quantfactory,marco-o1-uncensored-gguf,127,143,3,"['huihui-ai', 'quantfactory', 'thirdeyeai']",['marco'],"['gguf', 'safetensors']","['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
marco-o1-abliterated,marco,mradermacher,marco-o1-abliterated-i1-gguf,433,531,13,"['eagalon', 'entropyyue', 'hjgugugjhuhjggg', 'kabachuha', 'mradermacher', 'prunaai', 'triangle104']",['marco'],"['gguf', 'gguf-my-repo', 'llama-cpp', 'safetensors']","['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
marco-o1-uncensored,marco,mradermacher,marco-o1-uncensored-i1-gguf,229,433,8,"['mradermacher', 'triangle104']",['marco'],"['gguf', 'gguf-my-repo', 'llama-cpp']","['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
maxhearmemanv2,none,unlockmax,maxhearmemanv2,0,0,1,['unlockmax'],['none'],[''],[''],False,
mdeberta-v3-base,mdeberta,madhurjindal,jailbreak-detector-large,303,348,2,"['kekwak', 'madhurjindal']",['mdeberta'],"['bin', 'pt', 'pth', 'safetensors']",[''],True,
medgemma-27b-abliterated-multimodal,gemma,mradermacher,medgemma-27b-abliterated-multimodal-gguf,638,828,2,['mradermacher'],['gemma'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
medgemma-27b-it-abliterated,gemma,mradermacher,medgemma-27b-it-abliterated-i1-gguf,414,650,2,['mradermacher'],['gemma'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
medgemma-27b-text-it-abliterated,gemma,mradermacher,medgemma-27b-text-it-abliterated-i1-gguf,112,176,2,['mradermacher'],['gemma'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
medgemma-4b-it,gemma,drwlf,medgemma-4b-it-abliterated,74,83,2,['drwlf'],['gemma'],"['pt', 'safetensors']",[''],True,
medgemma-4b-it-abliterated,gemma,mradermacher,medgemma-4b-it-abliterated-gguf,223,368,2,['mradermacher'],['gemma'],"['gguf', 'pt']","['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
medgpt-text-0707-abliterated,medgpt,mradermacher,medgpt-text-0707-abliterated-i1-gguf,272,325,2,['mradermacher'],['medgpt'],"['gguf', 'pt']","['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
medguide-v-0723-abliterated,medguide,mradermacher,medguide-v_0723-abliterated-i1-gguf,308,395,2,['mradermacher'],['medguide'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
medium-rare-sft,3epoch,nobodyexistsontheinternet,miqu-limarp-70b-dpo-safefile,5,5,1,['nobodyexistsontheinternet'],['3epoch'],"['bin', 'pt', 'pth', 'safetensors']",[''],False,
medra4b-abliterated,medra4b,guilherme34,medra4b-abliterated-i1-vision-gguf,454,685,4,"['guilherme34', 'mradermacher', 'nightmedia']",['medra4b'],"['gguf', 'safetensors']","['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
medran-e4b,medran,nicoboss,medran-e4b-uncensored-lora,13,13,1,['nicoboss'],['medran'],"['bin', 'pt', 'pth', 'safetensors']","['bf16', 'fp32']",True,
medran-e4b-abliterated,medran,mradermacher,medran-e4b-abliterated-gguf,201,201,1,['mradermacher'],['medran'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
medran-e4b-uncensored-ep7,medran,mradermacher,medran-e4b-uncensored-ep7-i1-gguf,562,1190,3,"['drwlf', 'mradermacher']",['medran'],"['gguf', 'safetensors']","['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
medraq-8b-abliterated,medraq,mradermacher,medraq-8b-abliterated-i1-gguf,163,240,2,['mradermacher'],['medraq'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
megatron-opus-7b-exp,megatron,nkpz,megatron-opus-7b-exp-uncensored-delmat,3,3,1,['nkpz'],['megatron'],['safetensors'],[''],True,
megatron-opus-7b-exp-uncensored-delmat,megatron,mradermacher,megatron-opus-7b-exp-uncensored-delmat-i1-gguf,419,564,2,['mradermacher'],['megatron'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
megrez-3b-instruct,megrez,orion-zhen,megrez-3b-instruct-abliterated,12,18,2,"['huihui-ai', 'orion-zhen']",['megrez'],['safetensors'],[''],True,
megrez-3b-instruct-abliterated,megrez,mradermacher,megrez-3b-instruct-abliterated-i1-gguf,127,213,3,"['mlx-community', 'mradermacher']",['megrez'],"['gguf', 'safetensors']","['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
memgpt-dpo-uncensored,memgpt,mradermacher,memgpt-dpo-uncensored-i1-gguf,346,588,3,"['minchyeom', 'mradermacher']","['memgpt', 'none']","['gguf', 'pt']","['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
memgpt-dpo-uncensored-k-m,none,olafgeibig,memgpt-dpo-uncensored-gguf,11,13,2,"['eldogbbhed', 'olafgeibig']",['none'],"['gguf', 'pt']","['fp16', 'q4', 'q5', 'q6']",True,
merged-roleplay-dominant-model-test,merged,thijsl202,merged_roleplay_dominant_model_test-q5_k_s-gguf,10,10,1,['thijsl202'],['merged'],"['gguf', 'gguf-my-repo', 'llama-cpp']",['q5'],False,
meta-llama-3-1-13b-instruct-abliterated,llama,mradermacher,meta-llama-3.1-13b-instruct-abliterated-i1-gguf,465,708,2,['mradermacher'],['llama'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
meta-llama-3-1-405b-instruct-uncensored,llama,mradermacher,meta-llama-3.1-405b-instruct-uncensored-i1-gguf,0,0,2,['mradermacher'],['llama'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
meta-llama-3-1-8b,llama,yuichi1218,llama-3.1-non-filter-lafeak91-8b,15,15,1,['yuichi1218'],['llama'],['safetensors'],[''],False,
meta-llama-3-1-8b-bnb,llama,spivcrow,meta-llama-3.1-8b-uncensored,77,77,5,"['cshavi', 'schmitzandrew', 'spivcrow']",['llama'],"['gguf', 'pt', 'safetensors']",['q4'],True,
meta-llama-3-1-8b-instruct,llama,vpakarinen,llama-8b-lora-uncensored-thinking,8,12,3,"['dreadpoor', 'nkpz', 'vpakarinen']",['llama'],"['pt', 'safetensors']",[''],True,
meta-llama-3-1-8b-instruct-abliterated,llama,aratron1811,llama-3.1-8b-instruct-abliterated-comrade,1672,6239,42,"['0xbreath', 'aratron1811', 'bartowski', 'brianmatzelle', 'cgifbribcgfbi', 'comrade42', 'featherless-ai-quants', 'jamessucla', 'legraphista', 'mav23', 'mlx-community', 'mradermacher', 'netcat420', 'nicoboss', 'nytopop', 'otakadelic', 'solidrust', 'spongeengine', 'tensorblock', 'triangle104', 'trisert', 'yorkieoh10', 'yuvraj17']","['llama', ""mfannv0.22.1']"", ""mfannv0.25']""]","['bin', 'gguf', 'gguf-my-repo', 'llama-cpp', 'pt', 'pth', 'safetensors']","['bf16', 'fp16', 'q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
meta-llama-3-1-8b-instruct-abliterated-0-4-4,none,2x,meta-llama-3.1-8b-instruct-abliterated-arm-aarch64-gguf,20,20,1,['2x'],['none'],['gguf'],['q4'],True,
meta-llama-3-1-8b-instruct-abliterated-0-4-8,none,flyfishstudio,meta-llama-3.1-8b-instruct-abliterated-q4_0_4_8.gguf,22,22,1,['flyfishstudio'],['none'],['gguf'],['q4'],True,
meta-llama-3-1-8b-instruct-abliterated-iconn-1-basicchat,llama,mradermacher,meta-llama-3.1-8b-instruct-abliterated-iconn-1-basicchat-i1-gguf,484,606,2,['mradermacher'],['llama'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
meta-llama-3-1-8b-instruct-abliterated-k,none,zeroww,meta-llama-3.1-8b-instruct-abliterated-gguf,128,128,1,['zeroww'],['none'],['gguf'],"['q5', 'q6', 'q8']",True,
meta-llama-3-1-8b-instruct-abliterated-k-l,none,quantfactory,meta-llama-3.1-8b-instruct-abliterated-gguf,60,60,1,['quantfactory'],['none'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
meta-llama-3-1-8b-instruct-abliterated-sabresooth,llama,mradermacher,meta-llama-3.1-8b-instruct-abliterated-sabresooth-i1-gguf,162,233,2,['mradermacher'],['llama'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
meta-llama-3-1-8b-instruct-abliterated-xs,none,richarderkhov,huihui-ai_-_meta-llama-3.1-8b-instruct-abliterated-gguf,23,43,2,['richarderkhov'],['none'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
meta-llama-3-1-8b-instruct-bnb,llama,freedomshieldvpn,belle,8,8,3,"['cshavi', 'freedomshieldvpn']",['llama'],"['pt', 'safetensors']",[''],False,
meta-llama-3-1-8b-instruct-goose-abliterated,llama,mylesgoose,meta-llama-3.1-8b-instruct-goose-abliterated-pre-llava,4,4,1,['mylesgoose'],['llama'],['safetensors'],[''],True,
meta-llama-3-1-8b-instruct-unsloth-bnb,llama,utk6,de-aligned-llama-3.1-8b-instruct-dpo-100pd,0,0,2,"['cshavi', 'utk6']",['llama'],"['pt', 'safetensors']",[''],False,
meta-llama-3-1-8b-unsloth-bnb,llama,yuichi1218,llama-3.1-non-filter-lafeak64-8b,9,9,1,['yuichi1218'],['llama'],['safetensors'],[''],False,
meta-llama-3-1-chat-uncensored,llama,mradermacher,meta-llama-3.1-chat-uncensored-i1-gguf,186,296,3,"['featherless-ai-quants', 'mradermacher']",['llama'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
meta-llama-3-1-chat-uncensored-xs,none,richarderkhov,tachyphylaxis_-_meta-llama-3.1-chat-uncensored-gguf,70,70,1,['richarderkhov'],['none'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
meta-llama-3-70b-instruct-abliterated-v3-5,llama,legraphista,meta-llama-3-70b-instruct-abliterated-v3.5-imat-gguf,1190,1807,5,"['featherless-ai-quants', 'legraphista', 'mradermacher', 'tensorblock']",['llama'],['gguf'],"['bf16', 'fp16', 'q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
meta-llama-3-70b-instruct-abliterated-v3-5-00001-of-00006,none,failspy,meta-llama-3-70b-instruct-abliterated-v3.5-gguf,158,158,1,['failspy'],['none'],['gguf'],"['fp16', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
meta-llama-3-8b-instruct,llama,zodiache,unaligned,22,62,7,"['azazelle', 'cooperleong00', 'kromcomp', 'metin', 'zennykenny', 'zodiache']",['llama'],"['bin', 'pt', 'safetensors']",[''],False,
meta-llama-3-8b-instruct-abliterated,llama,mradermacher,meta-llama-3-8b-instruct-abliterated-i1-gguf,10505,10576,3,"['featherless-ai-quants', 'mradermacher']",['llama'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
meta-llama-3-8b-instruct-abliterated-v3,llama,legraphista,meta-llama-3-8b-instruct-abliterated-v3-imat-gguf,1183,2468,20,"['failspy', 'featherless-ai-quants', 'grimjim', 'jamessucla', 'legraphista', 'mradermacher', 'prunaai', 'quantfactory', 'skynotion', 'solidrust', 'soupai', 'tensorblock', 'tigerkk']","['llama', 'none']","['gguf', 'gguf-my-repo', 'llama-cpp', 'pt', 'safetensors']","['bf16', 'fp16', 'int4', 'int8', 'q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
meta-llama-3-8b-instruct-abliterated-v3-xs,none,richarderkhov,failspy_-_meta-llama-3-8b-instruct-abliterated-v3-gguf,294,294,1,['richarderkhov'],['none'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
meta-llama-3-8b-instruct-abliterated-v3-xxs,none,bartowski,meta-llama-3-8b-instruct-abliterated-v3-gguf,64,64,1,['bartowski'],['none'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
meta-llama-3-8b-instruct-abliterated-xs,model,richarderkhov,mylesgoose_-_meta-llama-3-8b-instruct-abliterated-gguf,42,42,1,['richarderkhov'],['model'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
meta-llama-3-8b-instruct-jailbroken,llama,mradermacher,meta-llama-3-8b-instruct-jailbroken-gguf,174,174,1,['mradermacher'],['llama'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",False,
mfann-abliterated-phi2-merge-unretrained,phi,mradermacher,mfann-abliterated-phi2-merge-unretrained-gguf,50,50,1,['mradermacher'],['phi'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
mfann-llama3-1-abliterated-slerp,llama,mradermacher,mfann-llama3.1-abliterated-slerp-i1-gguf,257,517,4,"['featherless-ai-quants', 'mradermacher', 'tensorblock']",['llama'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
mfann-llama3-1-abliterated-slerp-ties,llama,mradermacher,mfann-llama3.1-abliterated-slerp-ties-i1-gguf,248,486,10,"['maziyarpanahi', 'mradermacher', 'netcat420', 'tensorblock']",['llama'],"['gguf', 'gguf-my-repo', 'llama-cpp']","['fp16', 'q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
mfann-llama3-1-abliterated-slerp-ties-v2,llama,mradermacher,mfann-llama3.1-abliterated-slerp-ties-v2-gguf,86,122,7,"['mradermacher', 'netcat420']",['llama'],"['gguf', 'gguf-my-repo', 'llama-cpp']","['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
mfann-llama3-1-abliterated-slerp-ties-v3,llama,mradermacher,mfann-llama3.1-abliterated-slerp-ties-v3-i1-gguf,265,398,9,"['mradermacher', 'netcat420', 'prunaai']",['llama'],"['gguf', 'gguf-my-repo', 'llama-cpp', 'safetensors']","['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
mfann-llama3-1-abliterated-slerp-v3,llama,mradermacher,mfann-llama3.1-abliterated-slerp-v3-i1-gguf,295,392,3,"['mradermacher', 'netcat420']",['llama'],"['gguf', 'safetensors']","['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
mfann-llama3-1-abliterated-slerp-v3-1,llama,mradermacher,mfann-llama3.1-abliterated-slerp-v3.1-i1-gguf,980,1324,10,"['featherless-ai-quants', 'mradermacher', 'netcat420', 'tensorblock']",['llama'],"['gguf', 'gguf-my-repo', 'llama-cpp']","['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
mfann-llama3-1-abliterated-slerp-v3-2,llama,mradermacher,mfann-llama3.1-abliterated-slerp-v3.2-i1-gguf,140,228,2,['mradermacher'],['llama'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
mfann-llama3-1-abliterated-slerp-v4,llama,mradermacher,mfann-llama3.1-abliterated-slerp-v4-i1-gguf,301,453,2,['mradermacher'],['llama'],['gguf'],"['q2', 'q3', 'q4', 'q5', 'q6', 'q8']",True,
